Account,Creditline,Target,predicted_target,top_feature_1,top_feature_1_value,top_feature_1_shap,top_feature_2,top_feature_2_value,top_feature_2_shap,top_feature_3,top_feature_3_value,top_feature_3_shap,top_feature_4,top_feature_4_value,top_feature_4_shap,top_feature_5,top_feature_5_value,top_feature_5_shap,analyst_summary
5223864,5223864-05-002,Low Risk,Low Risk,account_mean_duration,2.25878602326334,1.6794784472959132,account_total_savings,-0.15420457632021903,1.514572116027483,voluntary_saving_to_outstanding_ratio,0.38741569426577677,1.2141129502155321,Salary,-0.2498748858710911,-1.1917905214828652,Outstanding,-0.29050065467288416,0.9967482518105465,"account_mean_duration=2.2588 (pushes_toward Low Risk, shap=1.6795); account_total_savings=-0.1542 (pushes_toward Low Risk, shap=1.5146); voluntary_saving_to_outstanding_ratio=0.3874 (pushes_toward Low Risk, shap=1.2141); Salary=-0.2499 (pushes_away Low Risk, shap=-1.1918); Outstanding=-0.2905 (pushes_toward Low Risk, shap=0.9967)"
5223898,5223898-02-02,Low Risk,Low Risk,account_total_savings,-0.5791440442278034,1.905579161053146,account_loan_count,-0.866587262857074,-1.4259699264733259,account_total_outstanding,-0.5092088499405395,-1.1638274078765702,Compulsory saving,-0.6397656956398101,-1.159461145082706,Salary,-0.17663846789980972,-1.087719058281659,"account_total_savings=-0.5791 (pushes_toward Low Risk, shap=1.9056); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); account_total_outstanding=-0.5092 (pushes_away Low Risk, shap=-1.1638); Compulsory saving=-0.6398 (pushes_away Low Risk, shap=-1.1595); Salary=-0.1766 (pushes_away Low Risk, shap=-1.0877)"
5223906,5223906-02-00,Low Risk,Low Risk,account_total_savings,-0.4625169951721724,1.798265058068429,account_loan_count,-0.866587262857074,-1.4259699264733259,Salary,-0.2629456598468808,-1.2103645398539726,account_total_outstanding,-0.4494414228879481,-1.1296418949795701,Voluntary saving,-0.16153200381944186,-1.1048743784775996,"account_total_savings=-0.4625 (pushes_toward Low Risk, shap=1.7983); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); Salary=-0.2629 (pushes_away Low Risk, shap=-1.2104); account_total_outstanding=-0.4494 (pushes_away Low Risk, shap=-1.1296); Voluntary saving=-0.1615 (pushes_away Low Risk, shap=-1.1049)"
5223932,5223932-02-00,Low Risk,Low Risk,account_total_savings,-0.4460190351429607,1.7830844992191002,account_loan_count,-0.866587262857074,-1.4259699264733259,remaining_to_duration_ratio,0.8122637446289507,1.0700533254252147,account_total_outstanding,-0.2760244227291639,-1.0304515937094376,Compulsory saving,-0.2634501531974886,-0.9609895798111329,"account_total_savings=-0.4460 (pushes_toward Low Risk, shap=1.7831); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); remaining_to_duration_ratio=0.8123 (pushes_toward Low Risk, shap=1.0701); account_total_outstanding=-0.2760 (pushes_away Low Risk, shap=-1.0305); Compulsory saving=-0.2635 (pushes_away Low Risk, shap=-0.9610)"
5223952,5223952-02-02,High Risk,High Risk,account_total_outstanding,-0.48140219288239455,1.247809704810183,account_total_savings,-0.5497255030479432,-1.1534719086527208,Voluntary saving,-0.41414576399708186,0.8926050452753513,Compulsory saving,-0.5341438593514178,0.8906881111229535,account_loan_count,-0.866587262857074,0.8422439550198701,"account_total_outstanding=-0.4814 (pushes_toward High Risk, shap=1.2478); account_total_savings=-0.5497 (pushes_away High Risk, shap=-1.1535); Voluntary saving=-0.4141 (pushes_toward High Risk, shap=0.8926); Compulsory saving=-0.5341 (pushes_toward High Risk, shap=0.8907); account_loan_count=-0.8666 (pushes_toward High Risk, shap=0.8422)"
5223974,5223974-05-002,Low Risk,Low Risk,account_mean_duration,3.0515168028236115,2.304412286919316,Duration,2.3336807287363346,-1.9324577824900548,outstanding_to_payment_ratio,2.2842550153260426,1.831252155170618,account_total_savings,-0.3760750346680149,1.718725692828045,account_loan_count,-0.866587262857074,-1.4259699264733259,"account_mean_duration=3.0515 (pushes_toward Low Risk, shap=2.3044); Duration=2.3337 (pushes_away Low Risk, shap=-1.9325); outstanding_to_payment_ratio=2.2843 (pushes_toward Low Risk, shap=1.8313); account_total_savings=-0.3761 (pushes_toward Low Risk, shap=1.7187); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260)"
5223978,5223978-02-02,Low Risk,Low Risk,account_total_savings,-0.5253254119306312,1.8560580740017156,account_loan_count,-0.866587262857074,-1.4259699264733259,account_total_outstanding,-0.43989780990414934,-1.124183180746238,Voluntary saving,-0.16153200381944186,-1.1048743784775996,Compulsory saving,-0.47353054602550565,-1.0717875131806645,"account_total_savings=-0.5253 (pushes_toward Low Risk, shap=1.8561); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); account_total_outstanding=-0.4399 (pushes_away Low Risk, shap=-1.1242); Voluntary saving=-0.1615 (pushes_away Low Risk, shap=-1.1049); Compulsory saving=-0.4735 (pushes_away Low Risk, shap=-1.0718)"
5223988,5223988-01-008,Low Risk,Low Risk,account_total_savings,-0.26212939234501736,1.6138788798980779,Voluntary saving,-0.41414576399708186,-1.4109791196369252,Outstanding,-0.44572819809896214,1.108279816130068,account_total_outstanding,-0.36882421521437125,-1.0835308152735597,Duration,-1.0613164848117256,1.0724747189754134,"account_total_savings=-0.2621 (pushes_toward Low Risk, shap=1.6139); Voluntary saving=-0.4141 (pushes_away Low Risk, shap=-1.4110); Outstanding=-0.4457 (pushes_toward Low Risk, shap=1.1083); account_total_outstanding=-0.3688 (pushes_away Low Risk, shap=-1.0835); Duration=-1.0613 (pushes_toward Low Risk, shap=1.0725)"
5223988,5223988-01-009,Low Risk,Low Risk,account_total_savings,-0.26212939234501736,1.6138788798980779,Voluntary saving,-0.41414576399708186,-1.4109791196369252,account_total_outstanding,-0.36882421521437125,-1.0835308152735597,Outstanding,-0.4031395452817995,1.0776797114957948,Duration,-1.0613164848117256,1.0724747189754134,"account_total_savings=-0.2621 (pushes_toward Low Risk, shap=1.6139); Voluntary saving=-0.4141 (pushes_away Low Risk, shap=-1.4110); account_total_outstanding=-0.3688 (pushes_away Low Risk, shap=-1.0835); Outstanding=-0.4031 (pushes_toward Low Risk, shap=1.0777); Duration=-1.0613 (pushes_toward Low Risk, shap=1.0725)"
5223988,5223988-02-00,Low Risk,Low Risk,account_total_savings,-0.26212939234501736,1.6138788798980779,account_total_outstanding,-0.36882421521437125,-1.0835308152735597,Compulsory saving,-0.3791626592390666,-1.0220172005320822,remaining_to_duration_ratio,0.7571674213431566,1.018045187586817,Voluntary saving,-0.04647804052910201,-0.965457730597539,"account_total_savings=-0.2621 (pushes_toward Low Risk, shap=1.6139); account_total_outstanding=-0.3688 (pushes_away Low Risk, shap=-1.0835); Compulsory saving=-0.3792 (pushes_away Low Risk, shap=-1.0220); remaining_to_duration_ratio=0.7572 (pushes_toward Low Risk, shap=1.0180); Voluntary saving=-0.0465 (pushes_away Low Risk, shap=-0.9655)"
5223994,5223994-02-02,Low Risk,Low Risk,account_total_savings,-0.505421692522407,1.837743713725531,account_loan_count,-0.866587262857074,-1.4259699264733259,account_total_outstanding,-0.4776665981034046,-1.1457860079007947,Voluntary saving,-0.16153200381944186,-1.1048743784775996,Compulsory saving,-0.4123601461032089,-1.0395257975415153,"account_total_savings=-0.5054 (pushes_toward Low Risk, shap=1.8377); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); account_total_outstanding=-0.4777 (pushes_away Low Risk, shap=-1.1458); Voluntary saving=-0.1615 (pushes_away Low Risk, shap=-1.1049); Compulsory saving=-0.4124 (pushes_away Low Risk, shap=-1.0395)"
5224028,5224028-02-02,Low Risk,Medium Risk,Salary,-0.2670551111848691,0.8500522367761704,account_total_savings,-0.5003679716937443,-0.7075088099985846,account_loan_count,-0.866587262857074,0.5837259714534578,start_year,0.5712449757996394,0.5651194955011772,outstanding_to_payment_ratio,0.6119503163872088,-0.4778818150490728,"Salary=-0.2671 (pushes_toward Medium Risk, shap=0.8501); account_total_savings=-0.5004 (pushes_away Medium Risk, shap=-0.7075); account_loan_count=-0.8666 (pushes_toward Medium Risk, shap=0.5837); start_year=0.5712 (pushes_toward Medium Risk, shap=0.5651); outstanding_to_payment_ratio=0.6120 (pushes_away Medium Risk, shap=-0.4779)"
5224048,5224048-02-004,Low Risk,Low Risk,account_total_savings,-0.5061127273142181,1.838379567752662,account_loan_count,-0.866587262857074,-1.4259699264733259,Salary,-0.31196803333554596,-1.2800270148887567,account_total_outstanding,-0.44165445969966327,-1.1251879416536668,Voluntary saving,-0.1347052547122443,-1.0723670634135654,"account_total_savings=-0.5061 (pushes_toward Low Risk, shap=1.8384); account_loan_count=-0.8666 (pushes_away Low Risk, shap=-1.4260); Salary=-0.3120 (pushes_away Low Risk, shap=-1.2800); account_total_outstanding=-0.4417 (pushes_away Low Risk, shap=-1.1252); Voluntary saving=-0.1347 (pushes_away Low Risk, shap=-1.0724)"
5224060,5224060-01-014,Low Risk,Low Risk,account_total_savings,-0.23393680618332616,1.587937538508928,Voluntary saving,-0.41414576399708186,-1.4109791196369252,account_loan_count,1.0543478364761065,1.3518935666565297,Salary,-0.32116288713504815,-1.2930932176788852,Outstanding,-0.4534600666163637,1.1138351922690282,"account_total_savings=-0.2339 (pushes_toward Low Risk, shap=1.5879); Voluntary saving=-0.4141 (pushes_away Low Risk, shap=-1.4110); account_loan_count=1.0543 (pushes_toward Low Risk, shap=1.3519); Salary=-0.3212 (pushes_away Low Risk, shap=-1.2931); Outstanding=-0.4535 (pushes_toward Low Risk, shap=1.1138)"
5224060,5224060-01-015,Low Risk,Low Risk,account_total_savings,-0.23393680618332616,1.587937538508928,Voluntary saving,-0.41414576399708186,-1.4109791196369252,account_loan_count,1.0543478364761065,1.3518935666565297,Salary,-0.32116288713504815,-1.2930932176788852,Outstanding,-0.4448891970961019,1.1076769908050688,"account_total_savings=-0.2339 (pushes_toward Low Risk, shap=1.5879); Voluntary saving=-0.4141 (pushes_away Low Risk, shap=-1.4110); account_loan_count=1.0543 (pushes_toward Low Risk, shap=1.3519); Salary=-0.3212 (pushes_away Low Risk, shap=-1.2931); Outstanding=-0.4449 (pushes_toward Low Risk, shap=1.1077)"
5224060,5224060-01-016,Low Risk,Low Risk,account_total_savings,-0.23393680618332616,1.587937538508928,Voluntary saving,-0.41414576399708186,-1.4109791196369252,account_loan_count,1.0543478364761065,1.3518935666565297,Salary,-0.32116288713504815,-1.2930932176788852,account_total_outstanding,-0.3646474821302142,-1.0811418256556842,"account_total_savings=-0.2339 (pushes_toward Low Risk, shap=1.5879); Voluntary saving=-0.4141 (pushes_away Low Risk, shap=-1.4110); account_loan_count=1.0543 (pushes_toward Low Risk, shap=1.3519); Salary=-0.3212 (pushes_away Low Risk, shap=-1.2931); account_total_outstanding=-0.3646 (pushes_away Low Risk, shap=-1.0811)"
5224060,5224060-02-00,Low Risk,Low Risk,account_total_savings,-0.23393680618332616,1.587937538508928,account_loan_count,1.0543478364761065,1.3518935666565297,Salary,-0.32116288713504815,-1.2930932176788852,account_total_outstanding,-0.3646474821302142,-1.0811418256556842,Compulsory saving,-0.4459975913338723,-1.0572664318064149,"account_total_savings=-0.2339 (pushes_toward Low Risk, shap=1.5879); account_loan_count=1.0543 (pushes_toward Low Risk, shap=1.3519); Salary=-0.3212 (pushes_away Low Risk, shap=-1.2931); account_total_outstanding=-0.3646 (pushes_away Low Risk, shap=-1.0811); Compulsory saving=-0.4460 (pushes_away Low Risk, shap=-1.0573)"
